cycle,px_hex,py_hex,v_hex,theta_hex,delta_hex,a_hex,z_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex
101,FFFF9C422080,FFFB361DCAB9,0002E03CFAD5,000003A2DAD5,FFFFF4FDC90B,FFFFF94AF486,FFFFEEE9F705,000001F49DE5,000001F23C01,00002DB1CD64,00000278BAF0,000000D7B89F,000151DEE07C,000000E7AFF6
102,FFFF960F1B12,FFFB2EED48A5,0002E18DA2FE,000000B8716A,FFFFF4CA87C7,FFFFFA276F7B,FFFFEE851ADD,000001EF1698,000001FA7986,000037ACC20B,00000507D6C2,000000F08397,00015686266D,000000E7AFF5
103,FFFF8ED13B03,FFFB2A9292CF,0002E1E0E208,000001E50334,FFFFF5AB928C,FFFFFA6B71D4,FFFFEE2D5410,000001F361A9,000001E99D8E,000031593127,0000024DD1AC,0000008A8801,00015553F6BA,000000E7AFF6
104,FFFF88D2A278,FFFB24C7C911,0002DDC5B175,FFFFFCAEFFD2,FFFFF51A77B6,FFFFF8147BEF,FFFFEE040831,000001F8552E,000001D20E6F,000039CAC6B0,00000634AB35,000000F870B1,00015968B025,000000E7AFF5
105,FFFF835792FA,FFFB1ADA32DF,0002E072F858,FFFFFD86550B,FFFFF4B47D2E,FFFFF9C2A26B,FFFFEDBBF140,000001F1A2B2,000001FA5C20,0000368EBACD,0000033E58D6,0000009417A3,000159567544,000000E7AFF6
106,FFFF7E7C75AC,FFFB13BF7EF9,0002DF92E626,000000546B6F,FFFFF459F329,FFFFF94B1A88,FFFFEDDA0864,000001EEFCA2,000001FBD118,000041AD406B,000001A36609,000000E2575F,00015E4E58B8,000000E7AFF5
107,FFFF764B96F6,FFFB0E76A5B2,0002D992D058,FFFFFC7F1D8D,FFFFF5121AE8,FFFFF5D0B71C,FFFFEE6070C9,000001EEBF24,000001F6DD58,00002DDB1094,000007596FC0,000000A6C37F,0001582DE4ED,000000E7AFF6
108,FFFF6E9834BF,FFFB066DB095,0002D87820A4,FFFFFE7BCC43,FFFFF4E881E9,FFFFF54524FA,FFFFEE4C8103,000001E5D948,000001F98783,00003876BF4B,000005C2BCEF,000000D6694E,00015D0B6A6A,000000E7AFF5
109,FFFF687B81CB,FFFAFFEE1E94,0002D567B5CD,00000937AD97,FFFFF45EE9DC,FFFFF391DA70,FFFFEE06903A,000001B738C8,000001E9860F,00004102C775,0000073B1D5A,00000095F21C,0001611F7838,000000E7AFF6
110,FFFF5B72A35D,FFFAF94CBDF9,0002D6F0CE5C,FFFFFF2C2778,FFFFF423D607,FFFFF4A98AFA,FFFFEDC8F728,000001E6439B,000001F38157,00004C09BD2A,000000EDCAFC,000000E9DCF6,000165F3B553,000000E7AFF5
111,FFFF544CCAB5,FFFAF0879504,0002CDCE9DDB,FFFFFE574615,FFFFF301C612,FFFFEF54F241,FFFFED2ED521,000001F99381,000001EC1D76,00003CF0AE08,0000025DAEEB,0000008CB35C,0001615AD187,000000E7AFF6
112,FFFF4B83047C,FFFAEBF5F99E,0002C76A690F,000000A655DF,FFFFF2546D1C,FFFFEBB0AEF0,FFFFED7C4C67,000001E77187,000001FA1A28,00004033B2C8,000006BE3B88,000000DE7AE5,0001636DBC9F,000000E7AFF5
113,FFFF44784EEF,FFFAE6C093B3,0002C54FDF7C,00000F4CD7FB,FFFFF1F5BCA0,FFFFEAAB33CD,FFFFED566FE4,000001D955EA,000001CA0D69,000041C6C363,000007E9E47A,0000007D0535,000164E1D107,000000E7AFF6
114,FFFF3376F312,FFFADD51B9FF,0002D08F7776,FFFFF937B4A6,FFFFF2A67257,FFFFF1BC4BC8,FFFFED25ABC2,000001E34D31,000001A42BEF,000046E5F52A,000002A09DA0,000000FB016E,0001678E095F,000000E7AFF5
115,FFFF2B687BC1,FFFAD2F7F597,0002D4226E37,FFFFFDA110E2,FFFFF146BFDB,FFFFF40C5BA9,FFFFEE02AEA2,000001F164FE,000001F2C431,000050191861,00000434B676,000000B708B2,00016BB0AE49,000000E7AFF6
116,FFFF1D7B520E,FFFACEC7C0B8,0002D008930F,FFFFFE59EF67,FFFFF0AF1480,FFFFF1B33CC0,FFFFEDA56B0E,000001C1B12A,00000192A86B,0000552F78DF,00000214D6F6,000000E36A5C,00016E3680D6,000000E7AFF5
117,FFFF1418C4E1,FFFAC3CF4D6D,0002D283F1B5,00000068EE27,FFFFF09FA57E,FFFFF361A118,FFFFED02E354,000001EA29B5,000001F8DD12,00005570E2BD,000002FE22C2,000000FDF58F,00016EE74F71,000000E7AFF6
118,FFFF0C3359F5,FFFABD5652DC,0002CC3FAF88,000001BFFA0C,FFFFEF9361C3,FFFFEF9F4E5A,FFFFEC9E704A,000001EDBA40,000001E04430,00005F2FEFB6,0000010BC949,000000E946B4,000173085214,000000E7AFF5
119,FFFF0064C618,FFFAB6C413CE,0002C6B50F8F,00000396FE88,FFFFEE1117F9,FFFFEC7AD483,FFFFECC86223,000001F52EB3,000001DB4C8C,000066B4DC18,0000027BF46A,000000715FB7,0001765A55AB,000000E7AFF6
120,FFFEF611C2E3,FFFAAD56DFCD,0002C83B457C,FFFFFBC0AA4D,FFFFEF4EF69C,FFFFEDA9E863,FFFFEC842849,000001EB36B5,000001DCFB9F,0000729D7864,0000047DE616,000000E29327,00017B2EB4A4,000000E7AFF5
121,FFFEE997C7A1,FFFAA408E607,0002CAA992AB,0000063C2EBB,FFFFEF8A5F58,FFFFEF58CB6E,FFFFEBCAE4FE,000001F043EA,000001EEA9C5,00005FF2E99B,0000011404C6,000000ECCE99,000174DD3861,000000E7AFF6
122,FFFEE0B97868,FFFA9B602669,0002D52F7035,FFFFFDE1B138,FFFFEE858021,FFFFF5C461F2,FFFFEBF90173,000001EDCF83,000001FC54B5,00004FDABAF3,000005F15C86,000000B77743,00016FF9C36F,000000E7AFF5
123,FFFED1BA23D6,FFFA966FC021,0002CB06F697,000001D13553,FFFFEF69F01C,FFFFEFE37BE0,FFFFEB8C21E6,000001E6F010,000001BE8AF2,0000472E1DA0,000006C56B18,000000E9A089,00016DAB9F42,000000E7AFF6
124,FFFEC9161CDB,FFFA8F37045D,0002CAF76FB6,0000050D6D91,FFFFEF6202C7,FFFFF00C8D8A,FFFFEBFEB996,000001F2F328,000001F1E14A,000045B23FC4,000003474AC9,000000C6FB1C,00016DEA48C5,000000E7AFF5
125,FFFEBF224093,FFFA8A473A92,0002D3FE66AD,FFFFFDEF699E,FFFFEF699750,FFFFF5B6367B,FFFFEC01267C,000001E55B4E,000001EE94D5,0000390EFA06,0000018ADDB2,000000E01CC9,00016A085AB5,000000E7AFF6
126,FFFEAFD7ECE0,FFFA8125811E,0002D3D3DDDC,FFFFFFD01F08,FFFFEF1F4CA3,FFFFF5B82070,FFFFEB7BCC7B,000001F7C623,000001ECAE88,000044961F6E,0000014ECF92,000000F85AEF,00016F1FCB8F,000000E7AFF5
127,FFFEA59CC311,FFFA7ACC1DEC,0002D8C50BDD,000000877271,FFFFF017CCEC,FFFFF8FA2EE4,FFFFEB9CAF3A,000001DDDDAD,000001FC622C,0000469344EC,000000FF13F4,000000D54039,00017061EBC9,000000E7AFF6
128,FFFE9A9F638C,FFFA744A4FBE,0002E676DAA8,FFFFFDD4D9EA,FFFFEEFE8FCD,0000016E8A6C,FFFFEB455C40,000001EFE25D,000001ED8E53,0000395B3EEC,000001987195,000000D0F947,00016C1850B6,000000E7AFF5
129,FFFE8D2CA061,FFFA6E9A60B4,0002E2A51A53,0000035F859B,FFFFEE63CC38,FFFFFF06EACD,FFFFEB3AE3A3,000001F66346,000001DDB012,000041DB621F,0000079F3D34,000000EC404F,00016FFF90CD,000000E7AFF6
130,FFFE7C3B0D85,FFFA66DCEDF1,0002DF2353E8,FFFFFF81B240,FFFFEF208C19,FFFFFCCB8688,FFFFEB0A85B1,000001F285D9,000001F6BC16,00004A6441FC,0000013E9E18,000000D1C1C0,000173C4F95E,000000E7AFF5
131,FFFE6D1D7CAF,FFFA5AD6062B,0002DB49C086,FFFFFE5406D6,FFFFF0A78587,FFFFFA520CEF,FFFFEA73B2CA,000001E36700,000001F7F205,0000445494FC,00000127B792,000000D479EA,00017209A8F4,000000E7AFF6
132,FFFE5A8920AB,FFFA5235DC1A,0002D2DD8EFA,FFFFFECE4693,FFFFF0FC61DD,FFFFF527FF3B,FFFFEA10B479,000001E8B406,000001ECFB1A,0000428587F0,0000020A2FC9,000000FACB97,0001720567CB,000000E7AFF5
133,FFFE4A254515,FFFA49AC63B4,0002D6A55112,FFFFFF7775C1,FFFFEFFD4088,FFFFF7E4E2F0,FFFFEA46B4F9,000001EB4270,000001FC08DB,0000459E079A,00000180C0F7,000000DCA452,000173735FE1,000000E7AFF5
134,FFFE374DDC5F,FFFA40129F25,0002C3518A07,FFFFFCE8209E,FFFFEDA8024D,FFFFEC49E298,FFFFE9F3AD09,000001EC8152,000001FCA7D1,00002C6FD689,000002ABAD89,000000670992,00016AFB0D21,000000E7AFF6
135,FFFE281F688B,FFFA3865447D,0002BE046BE1,000000804769,FFFFEE725B16,FFFFE920858D,FFFFE9A9AC32,000001ED0470,000001F1866F,00003390A85C,0000024B6A0E,000000D97E6D,00016E551E5D,000000E7AFF5
136,FFFE14CE16A1,FFFA2E00D21E,0002BF2EC400,0000025C4E8A,FFFFED9100FD,FFFFEA85533B,FFFFE93F6554,000001E86D0C,000001F7152B,00003EE69B1F,00000195C8A1,000000ED847D,0001735573D0,000000E7AFF6
137,FFFE02CBF99E,FFFA23DFE2D2,0002B4FF636A,000002DE8ECD,FFFFEC6C9FD4,FFFFE4579E80,FFFFE958DD8E,000001F99DB3,000001EAE6BD,00002D34E710,0000015A8E56,0000009C4EB2,00016CA1D9A6,000000E7AFF5
138,FFFDF2A49E9B,FFFA1C3B1225,0002A9230A97,FFFFF8D0C262,FFFFEC3E3660,FFFFDCFC4CC6,FFFFE9E1CA55,000001F64403,000001D8579C,00002766EF0D,000003EE6AEC,000000FFBEB3,00016A949E17,000000E7AFF6
139,FFFDDD99B29A,FFFA1397CD32,0002A43D6790,FFFFFFF091C5,FFFFEC88CC93,FFFFDA542C39,FFFFE93B06DA,00000180962E,000001A4142C,00002FF5FFC2,00000157CC5F,000000F4F6E5,00016EA1A98E,000000E7AFF5
140,FFFDCEE81D5E,FFFA09B99638,0002999F6E36,000003E33949,FFFFEBB5F00D,FFFFD3E5B524,FFFFE913F75D,000001F4DD11,000001E781EF,0000298B31C8,00000201FB0D,000000EADEA3,00016C58BE01,000000E7AFF6
141,FFFDBE683998,FFF9FFB19F3E,00029C3C8992,000003940834,FFFFEB913589,FFFFD6273019,FFFFE95C7299,000001F1B2FA,000001F00322,0000252CCA47,000000BF71DD,000000836985,00016B765586,000000E7AFF5
142,FFFDAA3A6C83,FFF9F6D83103,00029A00B8BC,FFFFF8036C18,FFFFEBF77D4E,FFFFD54F6458,FFFFE90BFDF7,000001F1A9F0,000001EFB549,00002E85E026,000006D01930,000000D14528,00016FEFAA6D,000000E7AFF6
143,FFFD9CA12C3B,FFF9EEFA11E3,000293384D1F,0000020A1963,FFFFED3D2C66,FFFFD18BBB31,FFFFE8F39714,000001EA035B,000001F3AB22,000032591BD1,0000022029FC,0000009B517A,00017205AD3F,000000E7AFF5
144,FFFD944A3158,FFF9EA77FC8F,000289EF6F1F,FFFFFD4486E7,FFFFEC3E42A5,FFFFCC17294C,FFFFE85E2AB6,000001F4E424,000001E9F870,000028CD7E22,000006E311F7,000000ACBE37,00016E282F98,000000E7AFF6
145,FFFD8CE22DBD,FFF9E4D7E2CD,0002854BA8F8,FFFFFFD0C477,FFFFED51C79F,FFFFC9C74CC1,FFFFE8626CAA,000001DE4007,000001F1334B,0000310E7629,0000016616E4,0000009AF876,0001720AC442,000000E7AFF5
146,FFFD82272C17,FFF9DF7C3004,00028373039E,0000021257FE,FFFFED4D664B,FFFFC949622E,FFFFE828795D,000001EE963C,000001EB8AB2,000035435B29,0000026817D7,000000EF92B7,0001741EF410,000000E7AFF6
147,FFFD7A9EEFDF,FFF9DB897B29,0002768DBDD2,0000029DE131,FFFFEB6F9F57,FFFFC1915591,FFFFE85258AA,000001E019BD,000001E00302,000035EA8168,000002A41C72,000000B7A4E1,0001748F0863,000000E7AFF5
148,FFFD73755AF3,FFF9D72431AD,00027A853932,FFFFFE88A708,FFFFEA02BCF1,FFFFC4E32FAD,FFFFE8737786,000001E921EE,000001EB18FC,00003C500E6A,000000D95C4A,000000A6135D,00017791D044,000000E7AFF6
149,FFFD6A952319,FFF9D0515C12,00027D1B3B14,FFFFFC4E010F,FFFFEA6D24AA,FFFFC753971A,FFFFE8EE53E2,000001E8E905,000001EE8DF9,0000408321D0,00000C269BFF,000000EB619B,0001798B8C6E,000000E7AFF5
150,FFFD6203D412,FFF9CC4B88B9,00027EC678F9,FFFFFF47B8BC,FFFFE9F188ED,FFFFC91C1A1D,FFFFE896C87B,000001F14AF0,000001F34405,000048E90C0F,0000014E7044,000000EB2EBB,00017D3CFF08,000000E7AFF6
151,FFFD59B79FE2,FFF9C7C17336,00028919AF5D,FFFFFE202857,FFFFEB03E00D,FFFFD083816E,FFFFE83A79F4,000001EA1F24,000001D978D0,00004175DD24,000003EB5DDC,000000D73334,00017A47780C,000000E7AFF5
152,FFFD515AA960,FFF9C28046A2,0002841B207D,FFFFFF97E79E,FFFFEB2A22A7,FFFFCDE7777A,FFFFE7E75E8E,000001F155B2,000001F3FA77,000038F7931E,000002DEE53A,000000D5CFCA,00017716330A,000000E7AFF6
153,FFFD492DCA67,FFF9C1234EA6,00027DFC976F,FFFFFFAC5E31,FFFFEB3DB02E,FFFFCA9DB418,FFFFE77B9EF1,0000019B100C,000001AC7F4A,000042359614,000001EFD959,000000FE4FD8,00017B351672,000000E7AFF5
154,FFFD457579E2,FFF9B9751CCE,000285F20332,00000052B94C,FFFFEAC3BBA5,FFFFD06AA422,FFFFE761C259,000001FA7EAD,000001E55D4E,000031594F76,000000C992C6,000000EC1B75,000174715EBF,000000E7AFF6
155,FFFD3E1CAA72,FFF9B4AB0DFA,0002884E7B25,FFFFFF1728B2,FFFFEAAF713D,FFFFD29413E8,FFFFE7168743,000001F4EC1B,000001E260F4,000038DA9F70,000000CFA1B1,000000FB336F,000177E4C38E,000000E7AFF5
156,FFFD3A39F1E4,FFF9AF389F5F,00027FFA6422,0000047B775F,FFFFEB7B17D0,FFFFCDDEB453,FFFFE700DFE0,000001EBE177,000001D62943,0000359AC9D9,000003494039,000000F06569,000177051B4D,000000E7AFF6
157,FFFD33045538,FFF9AB856EB6,0002805BBA34,00000122CDB6,FFFFEC147ED0,FFFFCECA9FA5,FFFFE746C686,000001F31A27,000001F6DC55,000036112B25,00000087B913,0000009E533D,00017758DD03,000000E7AFF5
158,FFFD2B47E3DF,FFF9A68FBB4E,000282AA45A4,FFFFFF5A6C46,FFFFEB546E19,FFFFD0E45BB3,FFFFE6B6A311,000001E8BFA8,000001FB018B,0000390040B9,000002406510,000000B1B327,000178E66B0E,000000E7AFF6
159,FFFD2668CE00,FFF9A3C4785D,00028264A307,000001AC5407,FFFFEB8030A5,FFFFD153BE7D,FFFFE6F7C559,000001F12A37,000001DE28CF,0000442C3433,000000B79134,000000F6019F,00017DCEF45E,000000E7AFF5
160,FFFD1E3D2D69,FFF99B59BCC7,00028723754E,FFFFFE46B7CE,FFFFE9D9E915,FFFFD503EBC1,FFFFE72D9A5E,000001E0AC9E,000001FA555F,000046FB78FA,0000032C1888,0000008B0C4C,00017F103B23,000000E7AFF6
161,FFFD14DD216C,FFF9932B04A6,0002897CDEA8,FFFFFCF1DDE7,FFFFEA52C3C9,FFFFD70FB7FC,FFFFE6E02BA4,000001EAA22E,000001F1B303,000043AC35A9,000000C75E8E,000000B3BEB5,00017DF2C9B6,000000E7AFF5
162,FFFD0AA6604F,FFF98ABC7308,00027DA417FB,FFFFFF6BE805,FFFFE8F058F3,FFFFD000346F,FFFFE60B0614,000001F0E272,000001ED95BB,00003E1E1940,0000011DA217,000000B70FA3,00017BE611BA,000000E7AFF6
163,FFFCFE0C2462,FFF9836CB406,00026E0EAE89,0000005419EC,FFFFEAC9B237,FFFFC67FA56A,FFFFE5F11171,000001E7F721,000001EEC132,00002D637AAA,000000FC55C9,0000008EE515,0001750F9D41,000000E7AFF5
164,FFFCF3FAB0C7,FFF979DF6BB4,00026AAF35E5,000004E3CABA,FFFFEA23523B,FFFFC4F7D74A,FFFFE67727E1,000001F5B03F,000001CC35DA,00003785821A,0000035E0674,000000F69D56,000179A7060B,000000E7AFF6
165,FFFCE9115DE6,FFF970630771,00026AC976BC,0000017E3195,FFFFEA847300,FFFFC5C6BF59,FFFFE66A2AA1,000001F2D09E,000001EE2E54,00003F485F2F,000000BE0C07,000000C28010,00017D331755,000000E7AFF5
166,FFFCDFF44B20,FFF967FF0904,00026B29F1B0,FFFFFFD5D009,FFFFE902E316,FFFFC6DEA45A,FFFFE6135636,000001C39D49,000001F3154B,00004AE52E96,000005190E89,0000008C9C4C,000182319008,000000E7AFF6
167,FFFCD42F2949,FFF95E1E3B0F,000260C0405A,FFFFFDD798A3,FFFFE95ECA3C,FFFFC0D400AC,FFFFE5FDF85D,000001D931E8,000001E5E91C,000037920AC8,000003B953AE,000000F48FF9,00017A009AED,000000E7AFF5
168,FFFCC43B8683,FFF94F0FAD10,00025ED8FC50,FFFFF90DEE7C,FFFFE964E3D8,FFFFC06BAF72,FFFFE652E1C1,000001F4A6D3,000001F66004,0000391F472C,000002CD24D6,000000A44682,00017AFAC92D,000000E7AFF6
169,FFFCB5E2BAEF,FFF9422ED9DC,000258F36577,000005486D5A,FFFFEBBE3224,FFFFBD481FE7,FFFFE66B5CAC,000001E27A1F,000001E1E7B0,0000440D1D14,00000217E235,000000B2A553,00017FBF5D19,000000E7AFF5
170,FFFCA6036BCB,FFF9337A7FEC,00024DAF2428,000001F9F49E,FFFFECFCA947,FFFFB6C8BCC1,FFFFE6330550,000001F5F8A4,000001E5A9D6,00004849C4A5,000000FAF773,000000E5D183,000181911BF1,000000E7AFF6
171,FFFC97CEE026,FFF922332721,0002640BDF5B,FFFFFD443E5E,FFFFEB51DF91,FFFFC63B7A51,FFFFE5F77FBF,000001F0FA35,000001EB065A,000034CE3DEB,00000459F743,000000D9A4BD,0001796997EC,000000E7AFF5
172,FFFC89ADA9D7,FFF9135F00C9,000268D3C7C5,FFFFFA08D8AB,FFFFEC53C278,FFFFCA012DA9,FFFFE5C20081,000001E7042D,000001F3B1C0,00002C0B39C8,00000130255A,000000766C55,000176568973,000000E7AFF6
173,FFFC7B092838,FFF903D28650,000262FC5E2F,FFFFFFE4CB3C,FFFFEC5F3D46,FFFFC6DCA929,FFFFE56851FD,000001ED08B7,000001F47DE9,000034EA8690,000002F6289A,000000F20744,00017A659307,000000E7AFF5
174,FFFC6DBCEC31,FFF8F8398167,000267896219,FFFFFFBA05B4,FFFFEDA44A80,FFFFCA83B953,FFFFE5EA7F31,000001CB4E03,000001D4BF87,00003F6562CF,000004F106C7,000000CE90E9,00017F0E3B97,000000E7AFF6
175,FFFC5EC788BE,FFF8E5153F54,0002726B2A21,FFFFFDE78D56,FFFFECA51CB9,FFFFD263AA25,FFFFE59F01D6,000001D41736,000001F3966B,0000350D9FB5,0000008F5F54,000000CEF581,00017A87A2AD,000000E7AFF5
176,FFFC4F2CF823,FFF8D84D5423,00025D0246A4,000000316554,FFFFEE3BBB44,FFFFC4BF782A,FFFFE5DB508D,000001E1929D,000001DADCB9,00003391F666,000001066A51,000000C3A5FA,000179E0A2E2,000000E7AFF6
177,FFFC4157F7E7,FFF8C83E72EB,00024B81285E,FFFFF9568DF2,FFFFEC54EED9,FFFFBA43380D,FFFFE6129252,000001E19A74,000001F99602,000022C01DAF,0000059F2BDA,00000087DCD6,00017358684F,000000E7AFF5
178,FFFC2DF2E9F4,FFF8BCD135CD,0002510F51E1,FFFFFBACFB6F,FFFFEC38BBE1,FFFFBEDE4A5E,FFFFE6045D0A,000001814A25,0000019990D0,00002B7204A1,000002184F69,000000F453B6,0001776CB4CD,000000E7AFF6
179,FFFC24BB6258,FFF8AA29867A,000254ACBC0B,FFFFFE9AA0DF,FFFFEB920C30,FFFFC231878D,FFFFE57DFB36,000001EFEB88,000001EFD3D2,000034FB5420,0000020E6168,000000F02CFC,00017BB90A9F,000000E7AFF5
180,FFFC13FD3DFD,FFF89BE47865,00023B1C50D2,0000046C90AE,FFFFEE875DC8,FFFFB1ED246C,FFFFE55993CE,000001EA6609,000001D8D454,00002C815998,00000079C725,000000BEC5A9,000177E07000,000000E7AFF6
181,FFFC02F0BAB3,FFF88E27C1DF,000234CF448A,FFFFFE837A96,FFFFEF8F1D45,FFFFAECE7BC1,FFFFE513DC1B,000001EC27B7,000001E08EC2,000035BD107B,000001BD50CC,000000E76856,00017C12F127,000000E7AFF5
182,FFFBF6A9C63D,FFF87EFBE059,0002490DC680,FFFFFDF84BD7,FFFFEF6C873F,FFFFBD67DED3,FFFFE4952DD3,000001F41061,000001D3975D,000029E46261,000001AF8D3A,000000EBAE77,000176DFACA1,000000E7AFF6
183,FFFBEDA93A40,FFF872558C22,000247FD5CD8,0000014B838B,FFFFEF5B5514,FFFFBD9F4BBC,FFFFE49A19ED,000001F43D0D,000001EA2CA7,0000352743BA,0000010B6DA6,0000010011A7,00017BF9FF96,000000E7AFF5
184,FFFBE70B353C,FFF86DA3AABD,000240D0E827,0000009F1AD7,FFFFEE61C43A,FFFFB9E46DCC,FFFFE423CD04,000001F6B86D,000001DE7D70,0000298C559E,000004CD94F9,00000054FD43,000177A9CC9B,000000E7AFF6
185,FFFBE23B2EF3,FFF86567AE21,000247C3192B,000001EC7583,FFFFED6C1962,FFFFBF911802,FFFFE48D66C5,000001D8F73B,000001ECE933,00002638AAEB,0000015258E8,000000D5172B,00017615EF76,000000E7AFF5
186,FFFBDB9DFFC5,FFF85ED6F563,0002452F29E9,FFFFFCE79D26,FFFFEB328933,FFFFBEC9100A,FFFFE4508925,000001EBEBF9,000001DB9780,0000314742B3,000000EAE7E1,0000009AC00E,00017B25AA61,000000E7AFF6
187,FFFBD42034C3,FFF858FF8CC7,00024026229D,FFFFFEC7C821,FFFFEA15C78D,FFFFBC4D438E,FFFFE459FCC9,000001F3E375,000001DB3C5C,00003982D238,00000244A661,000000AF9E72,00017ED0FB52,000000E7AFF5
188,FFFBCD017891,FFF850E3CADE,0002390B7803,000000EACB70,FFFFEAE9F26D,FFFFB880FCDD,FFFFE46549DE,000001E32582,000001F82D71,00002E9BA2E3,00000457E6B7,000000B161DF,00017A0AA5C7,000000E7AFF6
189,FFFBC603B20C,FFF8491D6A6E,0002339E80E6,000001A04BA8,FFFFEA5C68B0,FFFFB5DBD12E,FFFFE4400F61,000001D21109,000001F2E61A,00002AA4FF5F,000005DE3284,000000B0E75B,0001786C6180,000000E7AFF5
190,FFFBC07D3BD7,FFF84125DC9E,00022D5C1E26,FFFFFCD3074E,FFFFE9EF83BF,FFFFB2B0194C,FFFFE4682141,000001DFE6A9,000001F94AF0,000024E20C1E,00000780FA5E,000000D7FFE7,000175FD7F43,000000E7AFF6
191,FFFBBBCCAF8A,FFF83BCB5491,00022C262B2B,000001E68216,FFFFE98C20D7,FFFFB2EA38A6,FFFFE42D455B,000001DCEDE3,000001EBBDC2,00002D43A95A,000003BF7D1A,000000C0EA62,000179DFEC03,000000E7AFF5
192,FFFBB53E677E,FFF83597E0FE,0002271B61BE,FFFFFFA9BBBC,FFFFE9579434,FFFFB08E9424,FFFFE47087F2,000001EBFA10,000001F9D7C1,00002BDB2DE5,000002AFEBB6,000000EA69CF,0001792BB4DF,000000E7AFF6
193,FFFBAFDC235A,FFF82F98819F,000225F08C9D,000000FDB7A7,FFFFEB336692,FFFFB0E200BE,FFFFE3EFC7BF,000001D1265A,000001E767D3,0000372B0A7C,0000013F2190,000000663286,00017E43B05A,000000E7AFF5
194,FFFBABF9A0CB,FFF82B25940F,0002273CBD7A,0000001C51F5,FFFFEB29D2C0,FFFFB2CA01F4,FFFFE40E6B67,000001DF42F5,000001F731B8,00002E365F69,000003A0F40D,000000D6CA88,00017A78300E,000000E7AFF6
195,FFFBA3AE5C17,FFF825DF4B6D,00021EE9BE9B,FFFFFF64FF52,FFFFEBEEC9FD,FFFFAE56CA55,FFFFE4B5EC9C,000001865319,000001A07A82,000035F3A06B,000001ACF445,000000F53D02,00017DFA3E37,000000E7AFF5
196,FFFBA1631A0D,FFF81CC3F814,00022605A4BA,000001114DA2,FFFFEC22DD01,FFFFB4229465,FFFFE4409590,000001F98E68,000001DCDC7B,000032791951,0000018EB275,000000FE04B0,00017C74219A,000000E7AFF6
197,FFFB9E3D24F9,FFF816FD647C,000226C92673,FFFFFEE46F67,FFFFEB8E34C1,FFFFB5A56256,FFFFE40B5C76,000001D4F3C8,000001FAF267,000033B6E6E8,000004F69B87,0000008ACA87,00017D0E5347,000000E7AFF5
198,FFFB995B795B,FFF8123E9D3F,00022075A3B7,000000245F18,FFFFEBA8CEF2,FFFFB26A4CFE,FFFFE4479979,000001EADBFB,000001E6E74B,000033649A11,000000D7FE8A,000000FF2BB7,00017CDF62AC,000000E7AFF6
199,FFFB938E7E04,FFF80CCFBA74,000222FE88E9,000001820492,FFFFEC92BEFE,FFFFB527B399,FFFFE45837C8,000001ECAB2B,000001E07F2F,000038B599B4,000001D4AAF5,000000B17769,00017F34C22C,000000E7AFF5
200,FFFB905EFF13,FFF805705AB3,00022B0F16C2,FFFFFE34778B,FFFFEC5E435E,FFFFBB8225F7,FFFFE472BBF0,000001D94C4E,000001ED7227,0000320D6CCF,000001290CC4,000000F6B72C,00017C39CD4F,000000E7AFF6
201,FFFB88CEB720,FFF7FC4A0195,0002315C0C5D,FFFFFF764EBD,FFFFEE3D5B1F,FFFFC08D388F,FFFFE4904AED,000001DF65F6,000001EE80AF,00003359C670,000000B76948,000000656824,00017CED3A62,000000E7AFF5
202,FFFB81B589B8,FFF7F0E36439,0002343FB012,000002C65400,FFFFEDBE8C52,FFFFC3404D3C,FFFFE4B08186,000001E13C16,000001EE0DA0,000032155416,0000016A244C,000000DB7E9B,00017C930191,000000E7AFF6
203,FFFB79F19679,FFF7EB505DC3,00022DE8B288,FFFFFBF59C6A,FFFFEC126B0E,FFFFBFCF60E1,FFFFE4ECD2A5,000001EDA736,000001BC51B6,000039883A4B,000005273676,000000B17389,00017FEA27D8,000000E7AFF5
204,FFFB700AE707,FFF7DE3CB2CD,000230817EA2,000002226F4E,FFFFEA8FEEA9,FFFFC25767E5,FFFFE4DEC6E1,000001EE864B,000001F00A53,0000438FFE77,000006709CA1,000000BCBE2B,0001844EF964,000000E7AFF6
205,FFFB69CA03CD,FFF7D55CB980,000235524554,FFFFFD228C66,FFFFE872FF6F,FFFFC644AF59,FFFFE4A16E94,000001BFF528,000001F28AE2,00004C2741FC,000001AD7D86,0000008FB77A,000187FDA703,000000E7AFF5
206,FFFB61D88BD6,FFF7C98D46C4,000235B23475,000001F0BF9B,FFFFE7EFFC76,FFFFC740CABD,FFFFE4C01498,000001ED5480,000001ED2A57,000057EE89F3,00000386121E,000000EA744D,00018CEDAE70,000000E7AFF6
207,FFFB5A787C56,FFF7BEA2A47D,000223B1E223,FFFFFFC6476E,FFFFE7C54C80,FFFFBC37AED7,FFFFE536E20F,0000019E738B,000001DACEEF,000051691E8B,00000344CF7F,000000E03E51,000189E516CE,000000E7AFF5
208,FFFB5010A832,FFF7B27193B4,000220C7630E,FFFFFF8F616F,FFFFE7D0A300,FFFFBB358A18,FFFFE4E6542E,000001DC2F7E,000001E186D7,00005D4F1D83,000001E24D61,000000E056C0,00018ED3BC78,000000E7AFF6
