cycle,px_hex,py_hex,v_hex,theta_hex,delta_hex,a_hex,z_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex
209,FFFB4AA937B3,FFF7A61B3F4B,00021BB423C0,FFFFFFCB5A90,FFFFE8A25F41,FFFFB8D00CF7,FFFFE46B85BB,000001DDE1DF,000001E9234E,00006497153C,00000154DC89,000000CE9D65,000191AF0DC8,000000E7AFF5
210,FFFB3FCF63A6,FFF79BAC7DC9,000216EA7CD1,000002C5574A,FFFFEC9F3BDA,FFFFB6C66987,FFFFE4BCD621,000001DBB4B5,000001D36B15,00005F73D43B,000000EBD77C,0000006DE532,00018F673139,000000E7AFF6
211,FFFB370A6F75,FFF791E272A5,000212229F02,FFFFF8D66E0B,FFFFE9701B82,FFFFB4B029D5,FFFFE492B271,000001EA4CAA,000001A7895F,00006BEB966F,000007F5AC6C,000000B7DB0A,0001946F9E56,000000E7AFF5
212,FFFB2D3E2FA4,FFF7819B74EB,00020CA1A174,FFFFFD51E57C,FFFFEA9A538E,FFFFB21D906A,FFFFE3D1C849,000001E1DBB6,000001EF1360,00007672CF2C,000002C4F0E9,000000AB8CF8,000198896584,000000E7AFF6
213,FFFB23D38B92,FFF775DA31E7,0002010ED43F,0000024B200C,FFFFE9F6D4B3,FFFFABBA7EC2,FFFFE43DD185,000001F54DA1,000001E93A1E,00005D39A7D4,000003058EC0,000000D4FDCF,00018DF279F6,000000E7AFF5
214,FFFB1B6BA8A7,FFF768A14F71,00020EEA5726,0000015E0FA9,FFFFE82FE3BC,FFFFB5ACE973,FFFFE419F8F4,000001D9B569,000001F82C29,00004CC1EBC2,000000FDC12B,0000008F4F44,0001872B4AA9,000000E7AFF6
215,FFFB131910CD,FFF75F1A1A58,00020FDB4ECA,0000012FB100,FFFFE7539ACC,FFFFB7357A26,FFFFE424B980,000001EF579E,000001C7AE80,0000581F9A03,000001A8A4FC,000000EF6CBE,00018BF6891E,000000E7AFF5
216,FFFB09BBFDB2,FFF7504F833D,0001FA534B7F,FFFFFDD8B8AD,FFFFE72F2E67,FFFFAA7C0C11,FFFFE44DC667,000001F60D3F,000001E0EB02,000043E0C69F,00000278F698,000000FE2250,000183F04F97,000000E7AFF6
217,FFFB02CC21A7,FFF745F86F23,0001EDF88C2B,FFFFFF3F16DA,FFFFE66A9BA6,FFFFA3A84DEF,FFFFE45D8291,000001E40056,000001EC24C7,0000440FB4C1,000007051C87,000000EECEE5,0001843571AF,000000E7AFF5
218,FFFAFAF52347,FFF7379CDF1D,0001EA00DF55,0000002448B7,FFFFE5A566E0,FFFFA24E498E,FFFFE48CF4CB,000001D36651,000001E5C6C3,00004F927DE8,000003199E93,0000009FA7E6,00018922D138,000000E7AFF6
219,FFFAF2994F37,FFF7295F8B9B,0001E77CF335,000007ACE718,FFFFE5AE36C6,FFFFA1E4E68E,FFFFE44D81A8,000001E51E40,000001EA1850,000058D45357,000007946322,000000C1BFF5,00018D035F86,000000E7AFF5
220,FFFAEC5ADF6C,FFF71E2D5496,0001EBE154B2,000000956E5A,FFFFE638417D,FFFFA5F155EE,FFFFE468B861,000001E69CF4,000001E8E985,000053055B71,0000020C0EB4,000000DBA608,00018A8C04F6,000000E7AFF6
221,FFFAE17EA986,FFF7117B119D,0001E1EB7763,000002E7A41D,FFFFE90153EC,FFFFA0B29DC2,FFFFE439098D,000001D1A587,000001E0A315,00005B995185,00000118B12D,00000071A4E3,00018E1C8D05,000000E7AFF5
222,FFFADBBC4FD7,FFF7053B92BA,0001D188A671,FFFFFC3FF384,FFFFE8C8F2BF,FFFF976ED4E5,FFFFE4631508,000001D2D852,000001F55BAD,00004CC3938F,000004060924,000000F93622,000187FB8359,000000E7AFF6
223,FFFAD0F581D3,FFF6F6D798D7,0001C765261C,FFFFFDF3D7FC,FFFFE8296F8E,FFFF923C9E36,FFFFE4716682,000001E44C7E,000001F78E5F,000043AD23B0,00000143107F,000000EB7033,00018441114F,000000E7AFF5
224,FFFAC9C2C834,FFF6EB7D01DC,0001C78A7F75,FFFFFE7355E1,FFFFE5E09E77,FFFF93A2AEE2,FFFFE3FAC38C,000001F03293,000001C89406,00004EBDE357,0000008211E8,00000083BFF5,0001890AEF91,000000E7AFF6
225,FFFAC4745F13,FFF6DCA997C4,0001BC3D69EE,0000020A9B4E,FFFFE4DDB3EE,FFFF8DBC2990,FFFFE4459190,000001CC1AC9,000001EDA9BD,000050EE361F,000002BB3F92,000000EABD30,00018A086C80,000000E7AFF5
226,FFFABA45AFA7,FFF6D1B02802,0001B468C86E,0000001C62AF,FFFFE5EFC4DF,FFFF8A2A0C03,FFFFE3F17528,000001EBC419,000001D8E770,0000565295E6,000001533E68,000000DDC0D3,00018C4E58B3,000000E7AFF6
227,FFFAB1DC1FF9,FFF6C7930F92,0001B2462433,000002A5BBDE,FFFFE333B148,FFFF8A1674DE,FFFFE41B92D4,000001D884D2,0000017EBF07,00006092B06B,0000017EDE15,0000008D18F9,000190962975,000000E7AFF5
228,FFFAAA9134C7,FFF6B735BBCF,0001B696D035,FFFFFE522F91,FFFFE43DB80A,FFFF8E4AB884,FFFFE40E3B21,000001E667D3,000001D2FBAF,000063EA7ED2,000008B3AFD5,000000F329D6,000191DB08FE,000000E7AFF6
229,FFFAA3FD4D77,FFF6AA876026,0001BCE0CE53,FFFFFF9C4877,FFFFE355F227,FFFF93BDF33E,FFFFE47333B3,000001DA802B,000001F5D34D,000052BC1A2B,0000010A6EC5,000000A918FE,00018AD0B17D,000000E7AFF5
230,FFFA9B8ED848,FFF69E6492AB,0001B55BB6A2,FFFFFF478186,FFFFE18BA350,FFFF9053810B,FFFFE40D10B6,000001DDC9AC,000001E415F6,00005B7461A3,000007BBA42D,000000D31DEC,00018E6FF2EF,000000E7AFF6
231,FFFA94C01006,FFF690322F78,0001B3F61360,FFFFFF2C9CF3,FFFFE0033CAB,FFFF90E2B9C8,FFFFE3B5889C,000001C39782,000001F5E4C9,000067C4BA3E,000001F23FB0,0000009F118E,000193725FA7,000000E7AFF5
232,FFFA8C3919DF,FFF6827F7364,0001B28440B5,0000029346E7,FFFFDEE3EF39,FFFF9168A5ED,FFFFE38C6D70,000001DCB90E,000001D980FA,000074593FCE,0000087A7030,000000E180E3,0001986FC7CF,000000E7AFF6
233,FFFA844FCBCA,FFF67566928A,0001B0401927,000003F5C887,FFFFDE2ECDB0,FFFF9163C5E2,FFFFE35253AF,000001DDE448,000001E12B39,0000809D63EE,0000045EC909,000000BDC3D9,00019D288AC9,000000E7AFF5
234,FFFA7F633A95,FFF6681376E6,0001ACFB8C3F,FFFFFF278926,FFFFDE69ACE3,FFFF90B2899D,FFFFE37B2B02,000001D44ABB,000001C9631B,0000853C13F7,0000037D90E7,000000EC09CC,00019EA221F4,000000E7AFF6
235,FFFA7666A72F,FFF659D2FDF1,0001AB0C2247,000001BDBF2D,FFFFDD9E2141,FFFF90F998CC,FFFFE2CF5F9E,000001EBF84A,000001DFC8B6,0000920FC67F,0000019BF0F4,000000E8FB34,0001A36C42CA,000000E7AFF5
236,FFFA6D7EEA57,FFF64EF36780,0001C0B8338A,000000A07280,FFFFDD833AAE,FFFF9FFB56B1,FFFFE27FB90A,000001D325F7,000001EBF3E2,00007405A073,000001085E33,000000F911FF,000197256D27,000000E7AFF6
237,FFFA67B0D09A,FFF64083D9AB,0001BA8F17E8,FFFFFE0192F0,FFFFDDB6E7D6,FFFF9D476F95,FFFFE2421767,000001D91D66,000001F0FFC2,00007199DA01,0000062A7E59,000000EC3B53,000196264CF3,000000E7AFF5
238,FFFA6041FF4E,FFF631B2B0D0,0001B3DA48E2,000001E76ED2,FFFFDE6EA71A,FFFF9A3AE81A,FFFFE2B2FD23,000001B4CD52,000001EF0A68,00006A7BADF9,0000010B5481,000000C4C598,0001936FCC26,000000E7AFF6
239,FFFA5AA0364B,FFF625B288BA,0001C28242EE,FFFFFE6DE387,FFFFDCB37E00,FFFFA4FD7CFF,FFFFE337AFC6,000001DBAFA9,000001CEC613,0000684C23D4,000008685CB7,000000D59922,000192471147,000000E7AFF5
240,FFFA544C1A38,FFF61A064618,0001B1AAAEBC,FFFFFEB04889,FFFFDD7CBA4D,FFFF9B571BF0,FFFFE2FC94DE,0000017BDF46,00000197385E,0000671CFFE2,00000555B430,000000F8E3F4,000191AFCC35,000000E7AFF6
241,FFFA4A8F331C,FFF607B81949,0001B027D9B3,FFFFFB581844,FFFFDDD77241,FFFF9B9DDEC3,FFFFE2C91960,000001D27883,000001E2C93B,00006FE5D05B,000008654560,000000C61ADA,0001955A207B,000000E7AFF5
242,FFFA4403CD81,FFF5FB7B4B2E,0001A0C5FD85,000001540F62,FFFFDCFA15D6,FFFF93523A35,FFFFE2B30B1D,000001DFE6D9,000001F47E6A,0000626800F4,0000010AF07B,000000DB01E0,0001904A35E3,000000E7AFF6
243,FFFA3CF863D0,FFF5EDD4D759,0001A6D589A6,000000EDD030,FFFFDD7DC727,FFFF9863AB6B,FFFFE2F547AF,000001DD6ECE,000001EDE275,000053A1A682,000000885CF2,000000F780D8,00018ACB62E7,000000E7AFF5
244,FFFA3428D7F7,FFF5DFC20B0D,0001A6C1278D,0000006D3908,FFFFDCF6D5D5,FFFF99B2DB2C,FFFFE278CE98,000001CCAEB4,000001F17F52,00005F953899,0000019D246C,000000D94D8C,00018FBD20C2,000000E7AFF6
245,FFFA2D9A7549,FFF5D322E49B,0001AA54383B,FFFFFE46E074,FFFFDD29F4A8,FFFF9D399EC5,FFFFE27FFE37,000001D7F2EE,000001DED7B5,0000686F1DBF,000001732E83,000000F2B508,000193529DA1,000000E7AFF5
246,FFFA289E727F,FFF5C7FCD206,0001A350387F,FFFFFCAA49D5,FFFFDE37B632,FFFF99C0C360,FFFFE2BF9A2B,0000016C843F,000001C77029,00005FA4EFE7,000005A3C961,000000EA6A40,00018FDFEA06,000000E7AFF6
247,FFFA1EC87A9F,FFF5B82DF84F,00019976B0B3,0000007FA03E,FFFFDD8F127D,FFFF94D1D1FE,FFFFE2C5716B,000001EA91DF,000001E45C12,000066172205,000000FA93C3,000000D6272E,00019293B9E2,000000E7AFF5
248,FFFA1AF3E2EA,FFF5A9A4AE82,000199271566,000002C1D230,FFFFDD474B91,FFFF960FA32A,FFFFE2B07E73,000001C39941,000001DE2970,00007247677E,00000399128D,000000E503BC,000197646ACE,000000E7AFF6
249,FFFA122EC28B,FFF59CEF8EC8,000193E92D68,000002CD2F95,FFFFDC0761FC,FFFF9444316F,FFFFE2E2B00D,000001E8F2B2,000001DB434E,00007ED814D9,00000159EAD1,000000E7EF72,00019C53A93D,000000E7AFF5
250,FFFA0A5151E3,FFF5903AD28F,00018BEF743C,00000293AD17,FFFFDB71E72B,FFFF90A3C990,FFFFE1DDA0D4,000001D3E2A8,000001D91F4D,00008AD9C4F1,00000439A526,000000F24035,0001A0E5350D,000000E7AFF6
251,FFFA0538A0B2,FFF581051ABA,000174188DE4,FFFFFBBCE6FA,FFFFD9CA748C,FFFF8330F97B,FFFFE2378313,000001BFEEBF,000001F016B1,0000694CE18A,000003E7E979,000000BBCDEC,000193AB6ACB,000000E7AFF5
252,FFF9FE8F6E2A,FFF572431393,00016A060D11,000000A3E914,FFFFD95C1087,FFFF7E7E4286,FFFFE20B02A3,000001C48556,000001ED1CBD,00005D5CD584,000002DA928C,000000EB68C2,00018F198A34,000000E7AFF6
253,FFF9F5BA2DAE,FFF56505DCF3,000171EB2F35,FFFFFC87403A,FFFFD87BE274,FFFF85150FD7,FFFFE18E68B0,000001D56EB5,0000019DC4F4,00004FD661FF,000003D47D10,000000A4CFEB,000189E2FF9B,000000E7AFF5
254,FFF9ECF24AD5,FFF55722E670,000168D30011,0000058508B8,FFFFD87930B0,FFFF80D70B1A,FFFFE1F34FB9,000001C88964,000001F10E6B,000056921079,000005DFE54C,000000FEB45F,00018CC03310,000000E7AFF6
255,FFF9E7F621DE,FFF548EBA60A,000164F451EA,0000024D347C,FFFFD8CF7101,FFFF80020D30,FFFFE27D7516,00000146DF8F,0000019B8956,0000622511A7,000001300EA8,000000FA5EE2,000191887198,000000E7AFF5
256,FFF9E235306A,FFF53CD71370,000176F9C5BE,FFFFFF3A2BE5,FFFFD8EEF4D7,FFFF8D16AD87,FFFFE264956F,000001BDFB91,000001CCB2A3,000056B9E323,000000FF9E03,000000F9AAB5,00018CE8F511,000000E7AFF6
257,FFF9DBA66207,FFF5323BF9A3,0001832A21CD,FFFFFC288E7F,FFFFD8DD8E11,FFFF96421ED9,FFFFE2AB37F3,000001859B44,000001317F81,00005F082C06,000000D1647A,000000F201EE,000190609388,000000E7AFF5
258,FFF9D2D83FDB,FFF51FFA7989,000189B42F96,FFFFFE6478D7,FFFFD9397FE3,FFFF9BBFF127,FFFFE3107167,000001D1909F,000001EAAEE2,000064A80CDF,000001352757,000000FC7A00,000192AD1473,000000E7AFF6
259,FFF9CE9AE4B5,FFF5146DCFFB,00018F668238,000000E9D32D,FFFFD918307F,FFFFA09F649F,FFFFE33E6887,00000186C725,000001358088,00006FEEAF01,000000F72BCD,000000FC8846,00019730479C,000000E7AFF5
260,FFF9C397FDE8,FFF50400F789,0001923B2042,00000446DDDB,FFFFD934AA05,FFFFA39A984B,FFFFE377FC66,000001C9BDA0,000001DB73C5,00006C998899,000004BEB686,000000E37CAF,000195E3FEF1,000000E7AFF6
261,FFF9C1209C88,FFF4F8015006,00019486B246,000000DC055D,FFFFD95CD63B,FFFFA63DAC88,FFFFE357FF66,00000115D467,0000011D7EC9,0000768D0B8F,000001566AA5,000000FEFA47,000199CF5992,000000E7AFF5
262,FFF9B3C0A1B4,FFF4E91024A1,00019DCF3AAB,000006D66EEB,FFFFD84FB54B,FFFFAD2EA087,FFFFE30CCD06,000001E030DF,000001CE0F5B,00006DD46972,000002FC8D0B,000000B9F37D,000196568509,000000E7AFF6
263,FFF9AEA5F0D7,FFF4D87F8604,0001A085DA30,FFFFF5D3FC09,FFFFD7F8B9C8,FFFFAFE676AE,FFFFE2533A27,000001D94904,000001B5FD41,000071369E74,0000074E7282,000000F262DB,000197991ACB,000000E7AFF5
264,FFF9A85C02D9,FFF4CB8E6531,00019D01520C,FFFFFEE7AD32,FFFFD6E6F672,FFFFAEAEBCBA,FFFFE23FA254,000001EDE18F,000001E97132,00007C72DB71,0000011E3FE4,000000C5A239,00019BF51B53,000000E7AFF6
265,FFF9A36FA391,FFF4BFA4D65D,00019F21D659,FFFFFEE5897C,FFFFD65DE86E,FFFFB10DF619,FFFFE201A0E5,00000162E2E9,0000011F1001,000088A24071,000001074786,000000FDEDCF,0001A098B342,000000E7AFF5
266,FFF9A1527E8A,FFF4B3431BDD,0001A931A3F1,FFFFFD4302F9,FFFFD63453B1,FFFFB85FA6CF,FFFFE2C17839,000000FE6572,000000F2DDD5,00009296D410,0000060607DC,000000FFD7A7,0001A43DA081,000000E7AFF6
267,FFF99DB614DF,FFF4A5C0C211,0001B5F82B34,FFFFFCDB7EDD,FFFFD6307F0C,FFFFC141640D,FFFFE282CDEE,000001260598,0000018F25B1,00009E955EAF,00000103F2E5,000000FDFE7E,0001A899EF2B,000000E7AFF5
268,FFF98D74B263,FFF491CFF18C,0001B3B1C243,FFFFFF0494E1,FFFFD2CD2F94,FFFFC0D40E90,FFFFE268003D,000001E0BA47,000001DFA377,0000AB38FB66,0000014A79DB,000000A41C7E,0001AD1A8A92,000000E7AFF6
269,FFF98A5B4CBD,FFF485FD143F,0001B67C7503,000001849F62,FFFFD213460B,FFFFC367B9FA,FFFFE270308C,0000011A1BE1,0000011D2CBB,0000B6E83303,000009D5834B,000000FD03D4,0001B11D4144,000000E7AFF5
270,FFF98854ED45,FFF477575F7F,0001B8EA1136,0000019732D0,FFFFD19A872F,FFFFC5B21FBB,FFFFE245CA2D,000000FD7B39,000001C726F0,0000C4A025DB,000007016A25,000000FF4935,0001B5D04060,000000E7AFF6
271,FFF97DD26B1D,FFF4632955CE,0001B1B944AC,FFFFFE2078B9,FFFFD1477DFD,FFFFC2046722,FFFFE2A4D07F,00000127488F,000001A0897D,0000D18EF4D6,000000F2F410,000000FFF08E,0001BA18CFDE,000000E7AFF5
272,FFF97A07D008,FFF45861A61C,0001AC1D318E,FFFFFEFAC246,FFFFD122BF83,FFFFBF5CB813,FFFFE225D2B3,000000EE3778,00000112000D,0000D9F68E3F,000003EEBCF4,000000FFEA8C,0001BC94EE8A,000000E7AFF6
273,FFF96F4BB497,FFF44F6A4A5D,0001B3914571,FFFFFD5C6842,FFFFD12CF76B,FFFFC4B4ED22,FFFFE2081088,00000166A09B,000000FC6451,0000DE125291,000002116B36,000000FFC03E,0001BD705822,000000E7AFF5
274,FFF96A91B022,FFF44360FE80,0001C8C3FF03,FFFFFEC15A3C,FFFFD168523E,FFFFD2423A3E,FFFFE1A14F98,000000FF1E3B,000000F1F8F3,0000DD94F4D1,0000095E48A9,000000FFAB84,0001BCA2131C,000000E7AFF6
275,FFF9669DE365,FFF43597D9CB,0001E6A38A3A,FFFFFAA4346F,FFFFD1BBBC1E,FFFFE4CA8BC6,FFFFE124FC4E,000000E6D0AD,000000F19D12,0000D99556A2,0000016E891C,000000FF9E07,0001BAA21550,000000E7AFF5
276,FFF9611A5401,FFF42700725C,0002047654AC,FFFFFA9B66EE,FFFFD25B9E04,FFFFF711AA6C,FFFFE1003E91,000000EC3178,000000F28CD5,0000D3D603A5,00000632D954,000000FF8855,0001B81E297B,000000E7AFF6
277,FFF95225F3E9,FFF40FE03387,0001FF696D00,000000A9E384,FFFFD1E26243,FFFFF42FF491,FFFFE10CDDA7,00000153A8D9,0000014D5C44,0000D27693BD,00000408539C,000000FF6CAD,0001B747AC12,000000E7AFF5
278,FFF94E375C7A,FFF40390E493,0001F8396EC4,000002D67F39,FFFFD1AD5867,FFFFF019D918,FFFFE0EE5329,000001062341,000001DEFF7A,0000DF3107F8,000003BD3234,000000FAE7E5,0001BB7348AD,000000E7AFF6
279,FFF9403C0F34,FFF3F36F946A,0001EAD1F0B2,FFFFFF229D68,FFFFD1E21D4A,FFFFE82FB964,FFFFE0BC5EC4,000001CDCDD7,000001B086AA,0000BCF545DE,00000186B97E,000000EE022E,0001AE5030AC,000000E7AFF5
280,FFF93D51FB11,FFF3E766DDD3,0001E9D02190,000000C90759,FFFFD2037D2D,FFFFE7DCA755,FFFFE059196A,00000117442C,00000118A86C,0000C0F3C9D4,000002D33DDC,000000FFE933,0001AF99A7A4,000000E7AFF6
281,FFF936DCA859,FFF3DB860722,00020D955CA3,0000007F389B,FFFFD2CB5BA6,FFFFFD551700,FFFFE0765FB0,0000018CF1E9,0000014493F1,0000BD4BA458,000004145DCF,000000FBD980,0001AE2FA15A,000000E7AFF5
282,FFF9340AF610,FFF3CB249917,00021DEF6FDE,FFFFFDB5243F,FFFFD327BC44,000006EADB3D,FFFFE0113083,0000010B6A61,000001D7557E,0000C7C651B0,000000EE470F,000000FF5CD8,0001B1D0754D,000000E7AFF6
283,FFF92F549599,FFF3BE3F1931,00022D28B00B,FFFFFC81C38E,FFFFD386DAD4,00000FA485D2,FFFFE0784264,000000E5ABC1,0000011D1305,0000D167D37C,000000EF28A8,000000FFD2A3,0001B5103C59,000000E7AFF5
284,FFF920C73A88,FFF3AC172DE8,00023F68FD95,FFFFF4C85BE6,FFFFD5D9B17D,000019CA38D4,FFFFE0813A2B,000001B58D1B,000001E96E86,0000D1858586,00000841315C,0000008B9ED7,0001B56B93A8,000000E7AFF6
285,FFF91543983E,FFF3A0A1BA18,00025806741D,FFFFFD05C7E9,FFFFD6F693B5,000027D4D8BB,FFFFE0049C65,000001C1537D,000001C74646,0000B8EE869C,000000B9C7E8,000000EBAC4F,0001AD05B99B,000000E7AFF5
286,FFF912DB9F42,FFF390AA4CC7,00026DCE6283,FFFFFD5E4FE5,FFFFD79B075E,0000340B2EB6,FFFFE00212F2,000001125BA8,0000011CCC66,0000BE0B79B5,000003DECB2A,000000FE5FF1,0001AEE19560,000000E7AFF6
287,FFF90FDC4206,FFF37DA16592,00028AF52207,000002F3A39C,FFFFD8085DED,0000446686B3,FFFFDFD361B8,0000012D573D,000001A6E39A,0000C83A4CE0,000007344C81,000000F3C2F6,0001B26BCCAA,000000E7AFF5
288,FFF8F9E70B1C,FFF3616BB0EF,00026EF98BB5,FFFFFC7E4A02,FFFFD61F2547,0000333216B0,FFFFDFFECE63,000001E3CEF6,000001F8725E,0000A971BBF0,0000047EA0EE,000000D0886E,0001A7CFD937,000000E7AFF6
289,FFF8EC368A92,FFF349F1054E,00027F9A9D68,000002B222E9,FFFFD44C1F42,00003C9DB55D,FFFFE0641CD4,000001E232E2,000001EE6341,00009D6A52BE,00000287F97A,000000A6265F,0001A35C25D2,000000E7AFF5
290,FFF8E0A856DA,FFF331FD0853,00027585D13C,FFFFFD6D74C4,FFFFD3D08995,000035F79654,FFFFDF9F46DC,000001F171B4,000001EDE707,0000715FF7F5,000000D5F0C7,000000DF231B,000194266238,000000E7AFF6
291,FFF8DBC11B0E,FFF31E6B817F,00027A27DC36,0000003C263C,FFFFD38110CA,0000382B0FD5,FFFFDFAC77C2,0000011D0375,0000011B3684,00007E370CE3,000001F2110B,000000FEE98B,0001993B10BC,000000E7AFF5
292,FFF8D3FA80B4,FFF30D5AF75C,00028C04F9E7,FFFFFEB46D34,FFFFD32369D8,0000424436B2,FFFFDF9588BA,0000017DEA72,000001501D13,00008A5879DE,000000F070A3,000000DED132,00019DEFD242,000000E7AFF6
293,FFF8CE727687,FFF2F810BA5F,0002ADCD7907,FFFFFAB351C5,FFFFD25D15A0,000055BBCEF8,FFFFDFBE029C,0000010190FC,000000FC1F3E,000094822507,000002A512B0,000000FE332D,0001A1D40A9A,000000E7AFF5
294,FFF8C67A6CCC,FFF2E2B87E18,0002DBCD07DE,000001BA4935,FFFFD173E48D,0000703526B9,FFFFDFABB267,00000162258B,00000164663C,00009F153757,00000A079EE6,000000FB8A47,0001A5C8A78D,000000E7AFF6
295,FFF8BF54704E,FFF2C2D1D3F5,0002F3B2E41E,FFFFF6366846,FFFFD0D5B47C,00007D07BE9B,FFFFDF49C36B,000000FD997B,000001E20B8D,0000AC1C3774,0000028DA13A,000000FFF165,0001AA886559,000000E7AFF5
296,FFF8A88A8880,FFF2B1CE71B3,000330B6A62E,000006127A94,FFFFD180EA7A,0000A06DFFCD,FFFFDF22AD0B,000001B15FB5,000001C99CDF,0000977F04DA,00000367B961,000000DBE291,0001A2DF11FD,000000E7AFF6
297,FFF89F3DA893,FFF2A34CE58B,00033CB29E17,FFFFFE27C6EC,FFFFD18CA88F,0000A5C75F82,FFFFDEDCF866,000001BEDAF2,0000012C1747,00009D8C0CB1,000005786494,000000FFFC46,0001A525A90F,000000E7AFF5
298,FFF898C1DC0E,FFF29817B020,00033CADC4B5,000001603BDD,FFFFD1BE4827,0000A3D98A87,FFFFDF3D8FB9,000001B4E3EC,0000011F3C1C,0000A41B679F,0000056ACCD8,000000FD94F3,0001A79B66C7,000000E7AFF6
299,FFF8965607DC,FFF28A206B4E,00033418760E,000001A09465,FFFFD21CF6E9,00009CCF0B3E,FFFFDF272A2B,0000018B729F,0000012617D2,0000AB4BA670,000005CB2461,000000FDC4C9,0001AA37EC2C,000000E7AFF5
300,FFF892B2282F,FFF27B6E2BE2,000321640A3F,000003BDB47A,FFFFD2B9BBD6,00008FD69F34,FFFFDFA8F1C9,00000175A7A9,0000015844DD,0000B25D88CD,0000020D897F,000000FA136F,0001ACB9FE8D,000000E7AFF6
301,FFF89088C321,FFF26FEECA5F,0003032A8047,FFFFFD2A5FAB,FFFFD3627968,00007C2A7D1B,FFFFDF6106F3,00000101758B,000001031A3D,0000B6DAD314,00000CE566CB,000000FF6716,0001AE47E8C5,000000E7AFF5
302,FFF88BF57464,FFF263C6F7B0,0002DDADF04B,0000061A9C7D,FFFFD3F44C1B,000064695488,FFFFDEF7178B,00000176A53E,0000013DFADD,0000B9C0EEFD,0000019E50E9,000000FD52A7,0001AF4475D3,000000E7AFF6
303,FFF888983688,FFF259B0CC50,0002B5857AEB,FFFFFF124002,FFFFD49385DA,00004B6B6441,FFFFDE692A4F,00000102262F,000000FF28D5,0000BACDF11C,00000CEC8D62,000000FF2B91,0001AF95EA74,000000E7AFF5
304,FFF8833930FC,FFF25843DBEB,0002B0766139,FFFFFE4AC844,FFFFD48CB30C,0000478F5E7B,FFFFDDEB9DDC,000000EE673B,000001E7A597,0000C8668499,0000076534C0,000001002A36,0001B44D429F,000000E7AFF6
305,FFF87ED444FF,FFF24BB18333,0002AA4E7D75,0000016AB198,FFFFD4791B95,000043077BDB,FFFFDDA1E67E,000000F3FFB0,00000120290C,0000D362328B,000003A03363,000001005134,0001B7F8B71D,000000E7AFF5
306,FFF872A3A892,FFF23F7E0F64,0002A644BAB2,FFFFFD6306EC,FFFFD72F2836,0000408E9A4A,FFFFDDFE103E,000001B4BDDD,0000018D6295,0000DEC1B4F6,000001D6F5B0,000000C3648B,0001BBDA4401,000000E7AFF6
307,FFF86F668425,FFF234AF293F,0002995838DA,0000054F5485,FFFFD8926A85,000038760848,FFFFDE4C06A6,00000111040F,0000010FE5D4,0000E62ABD04,000003497993,000000F728A7,0001BE37AA08,000000E7AFF5
308,FFF86655C7B0,FFF22D858179,00028A016DFF,0000061DD8B1,FFFFD906CCC4,00002ECA160A,FFFFDDD86F66,000001AB9D18,000001DE8EA4,0000D7A7BFBA,00000800AB4E,000000F4039E,0001B8E1E043,000000E7AFF6
309,FFF85F7B6BCC,FFF221D4D612,0002915DC721,0000010F693B,FFFFD99C31D1,000032BE1044,FFFFDE4D543E,000001D89FA1,000001E3C870,0000D807AD4F,000004CECACE,000000D8FAE1,0001B8520138,000000E7AFF5
310,FFF859B86BB0,FFF218038EB1,00028F5991FB,FFFFFE8D7F13,FFFFD96FCEF5,000030ECD4B0,FFFFDE2ECD38,000001F0799A,000001F13E6C,0000DCE37890,0000018E1390,000000F76882,0001B9A9064C,000000E7AFF6
311,FFF8584D4BE2,FFF20B3E2B5B,0002931F9B42,000000617848,FFFFD963B5CE,00003292636C,FFFFDE4AF697,0000016D89F7,000001995CE8,0000EB46BF76,0000081F5D7A,000000FFF9BA,0001BE68EABD,000000E7AFF5
312,FFF850EB4258,FFF202DB43AE,000292675A3E,FFFFFE8D4070,FFFFD9924075,00003196B607,FFFFDED22E6D,000001D6B711,000001E95892,0000B193AE01,000005B1C390,0000009DB275,0001AB360BF4,000000E7AFF6
313,FFF84C561E0C,FFF1F5C6E3AE,0002996C3ECE,00000087A03F,FFFFD9D859D7,0000353C8017,FFFFDEF52233,000001D7B452,000001B5C566,0000863C7F0E,00000A2788FA,000000F71D6E,00019BD97824,000000E7AFF5
314,FFF8472A48D6,FFF1EC056600,00029A679BF2,FFFFFEF97641,FFFFD9A9550F,0000352E55D9,FFFFDEAF2A08,000001F5DD5B,000001F12A32,0000902FA693,0000010F62D2,000000BD2D99,00019FC57F92,000000E7AFF6
315,FFF842C627BD,FFF1E1D4C7E2,00029CC81213,000001596C30,FFFFDA529805,000036028236,FFFFDE4C41CD,0000017D46FC,0000019E5C4F,00009D5F0E9C,000001095ACD,000000E5CFF6,0001A4BC6CEA,000000E7AFF5
316,FFF83C260AF4,FFF1D5639588,000298A8E4F9,FFFFFE29F8F3,FFFFD85C12E7,000032DD17CD,FFFFDDA2E029,000001F2B366,000001E68423,0000A6D17DA8,000000B0C52F,0000004B7CFA,0001A83116BC,000000E7AFF6
317,FFF836F91FDC,FFF1C88C2993,000298C949F7,FFFFFD425027,FFFFD8AE55E1,00003255C29B,FFFFDDA0D0D0,00000178BC23,0000011D614A,0000B377371A,00000D4D2B3C,000000F9C996,0001ACC0DBE0,000000E7AFF5
