cycle,px_hex,py_hex,v_hex,theta_hex,omega_hex,a_hex,z_hex,vz_hex,az_hex,p11_hex,p22_hex,p33_hex,p44_hex,p55_hex,p66_hex,p77_hex,p88_hex,p99_hex
492,FFF4ECAFDC45,FFF00274C65A,000012B74416,FFFFFFC7E69D,0000128055F4,FFFFFACCC4D3,FFFFF28AD53A,FFFFFF7453A1,00000000AC1A,000001241826,00000121B6F4,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
493,FFF4DD0987C2,FFEFFE700E7D,00001261FAF5,0000015F9688,0000127EA2B9,FFFFFACC1632,FFFFF1F903F3,FFFFFF723DBC,00000000A734,000001230741,000001215D57,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
494,FFF4CBAD0203,FFEFF9FD2D1E,00001242C3BA,0000018B0393,000012872F2D,FFFFFAC64101,FFFFF14C087D,FFFFFF6FC14F,00000000A129,00000131B457,00000123981C,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
495,FFF4BCAE12B0,FFEFF67ED669,00001224C9C9,0000057EF8F2,0000128E21B2,FFFFFAC17763,FFFFF0F12506,FFFFFF6E79D1,000000009E2E,0000012B5AE3,00000123F7A7,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
496,FFF4AEFF3230,FFEFF4375388,000011DFDF41,000005102860,0000128767C2,FFFFFAC56680,FFFFF022DE3D,FFFFFF6B8069,0000000096E5,000001256E2A,00000122718A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
497,FFF4A230B9A3,FFEFF1B0AFF5,000011B94B90,00000568DB79,00001280E82D,FFFFFAC9BDB7,FFFFEF212AEF,FFFFFF67C5A8,000000008DD5,000001225D3D,0000012334DC,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
498,FFF494BA9BB4,FFEFEFA046C8,00001179995C,000005A3F6A0,0000127C17C4,FFFFFACC819A,FFFFEE9025FB,FFFFFF65B2D9,0000000088E3,00000122F8FB,000001228968,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
499,FFF486EBFDA4,FFEFECBFD274,00001135B672,000005EB9E94,000012780FAA,FFFFFACE55F6,FFFFEDCEE18F,FFFFFF62EA9F,000000008227,000001237396,00000121ED94,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
500,FFF47A10AA27,FFEFEA9B81DC,000010ECA097,000006C1BA01,000012768FD8,FFFFFACE891A,FFFFED2B05E4,FFFFFF609113,000000007C9D,000001231BC1,000001217868,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
501,FFF46D8895CE,FFEFE88127B4,000010A7B669,000006E690DA,0000127B2A0B,FFFFFACA3180,FFFFECC49442,FFFFFF5F1EC4,000000007953,00000121810B,000001222C98,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
502,FFF45F5DEF80,FFEFE535CC59,0000105F46C3,0000072699B7,0000127F8074,FFFFFAC5A0D1,FFFFEC1868AF,FFFFFF5CA62F,00000000737C,000001217A69,00000122900D,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
503,FFF450C96780,FFEFE3043663,00001023700F,0000075B7337,00001285D449,FFFFFABFF77C,FFFFEB911B36,FFFFFF5AB859,000000006F04,000001216FFB,000001230E4F,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
504,FFF43E5BDCA1,FFEFE06320D3,00000FF15C5A,0000038C1867,0000128D20E6,FFFFFAB9A676,FFFFEA556D4F,FFFFFF5623D2,000000006374,0000012843F9,0000012347EA,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
505,FFF42D2C609D,FFEFDCF707F6,00000FA40210,000004A135D1,0000129440E1,FFFFFAB93192,FFFFE9FBE6EA,FFFFFF54E286,0000000060B6,00000123220E,00000122387A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
506,FFF4178445C3,FFEFD9F58CC5,00001107F4CC,000004A64D22,00001147A4F5,FFFFFAC1FE42,FFFFE95ACD4E,FFFFFF52944D,000000005B90,0000012DF827,000001230D57,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
507,FFF3FF731D17,FFEFD6165436,000012405BD2,000004CEBF15,00000FDCDD22,FFFFFACAB407,FFFFE833E6D2,FFFFFF4E4EC1,000000005173,000001336110,0000012369FF,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
508,FFF3ECA6A05C,FFEFD36BFE94,000011E0F7AD,000004E5A896,00001010FBA5,FFFFFAD2E9CD,FFFFE78BA4A8,FFFFFF4BE550,000000004BBD,00000124301C,00000123EF12,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
509,FFF3D8534E81,FFEFD12AB00E,000011C0D859,000004FAA893,00000FF99107,FFFFFADB77FF,FFFFE6C58DA6,FFFFFF490BCA,00000000452A,000001221095,00000123CA19,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
510,FFF3C33874E2,FFEFCEF62F0E,0000118A30B1,0000050EE044,00000FF2A5ED,FFFFFAE421B7,FFFFE4E759E1,FFFFFF4214C3,0000000033DF,00000121E4E4,000001239BD0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
511,FFF3AD033D07,FFEFCC588EA3,00001150D5F2,000005222CC3,00000FE82D09,FFFFFAECCDBC,FFFFE38F94F1,FFFFFF3D179C,0000000027AF,000001220362,00000123647E,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
512,FFF3961FA13C,FFEFC9CD70CD,00001110020C,00000536D9E8,00000FDEC4CC,FFFFFAF54431,FFFFE23F0356,FFFFFF3835BA,000000001BC0,000001222C46,000001232B94,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
513,FFF37EA16CD1,FFEFC695938B,000010CA2BAB,0000054C96E1,00000FD56714,FFFFFAFD60F7,FFFFE0E3D989,FFFFFF332C29,000000000F81,00000122590C,00000122EE08,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
514,FFF367A5F51F,FFEFC3EDCE00,0000107E2A69,00000568C2A0,00000FCD40B4,FFFFFB04A29D,FFFFE03CC739,FFFFFF30C809,0000000009F6,0000012286E3,00000122ADD7,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
515,FFF356603A49,FFEFC13E4EE5,0000103AA0D2,00000594F850,00000FC79338,FFFFFB0962D2,FFFFDF49E321,FFFFFF2D46B7,000000000179,00000122BE24,000001226245,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
516,FFF3481DD93B,FFEFBFA2AAFB,00000FF6982A,000005CF12C5,00000FC43A47,FFFFFB0C3854,FFFFDE7E9F7A,FFFFFF2A5A67,FFFFFFFFFA56,000001230D9E,00000121FF1D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
517,FFF33B56885F,FFEFBDF3CB1A,00000FB1C5A9,00000612AE8F,00000FC25E0B,FFFFFB0D6A15,FFFFDD326640,FFFFFF258918,FFFFFFFFEE51,000001235BB8,000001219A43,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
518,FFF3309FF2C2,FFEFBC8E8A31,00000F7004B2,00000722ABBA,00000FC219FF,FFFFFB0D0D13,FFFFDD289C9C,FFFFFF2574B9,FFFFFFFFEE5E,000001229A97,000001215EAB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
519,FFF32708D705,FFEFBC21ACD0,00000F4437DF,000007341F99,00000FC66678,FFFFFB08247E,FFFFDC4B8384,FFFFFF224572,FFFFFFFFE685,000001213ED1,00000122A616,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
520,FFF31CDE1391,FFEFBB7E92B2,00000F15A727,000007743B61,00000FCA10EF,FFFFFB03CB29,FFFFDC0CD58B,FFFFFF216A26,FFFFFFFFE4A4,000001217D50,00000122ED78,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
521,FFF312E6A8AE,FFEFBA4AF19A,00000EF2B7E9,0000055FB5CE,00000FCD6B15,FFFFFAFFCF52,FFFFDBCF5D51,FFFFFF20933C,FFFFFFFFE292,00000129872C,000001231705,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
522,FFF30A063797,FFEFB8C36B3B,00000EC2D51C,0000060CA616,00000FC9896B,FFFFFB03BA8E,FFFFDBE2BACC,FFFFFF20EC89,FFFFFFFFE3B3,00000122B173,000001227387,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
523,FFF301C05FF4,FFEFB7BEF241,00000E88AA60,000006C8E61A,00000FC9CDDC,FFFFFB02FA20,FFFFDACEC5F8,FFFFFF1CEF10,FFFFFFFFD9C5,0000012270AD,000001217E48,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
524,FFF2F8FA1E5A,FFEFB7636F67,00000E54B69A,000006F02B40,00000FCC7578,FFFFFAFFAB80,FFFFD956BFE9,FFFFFF177967,FFFFFFFFCC18,00000121616E,00000121FC20,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
525,FFF2F0B2D7B4,FFEFB6964C73,00000E231CCF,00000734CB9E,00000FCEC15C,FFFFFAFC85F3,FFFFD9741CBF,FFFFFF17F88D,FFFFFFFFCD9D,0000012174BB,0000012249FB,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
526,FFF2E9A12162,FFEFB6C064E8,00000DFDC681,00000774ACC2,00000FD15602,FFFFFAF94EF1,FFFFDA09E443,FFFFFF1A3C90,FFFFFFFFD39D,000001216BF4,00000122AEFC,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
527,FFF2E3357277,FFEFB5D82471,00000DDCE8D4,00000651EDB1,00000FD3464C,FFFFFAF6B724,FFFFDA233880,FFFFFF1AAC3F,FFFFFFFFD4C5,000001286025,00000122D8AE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
528,FFF2DE0F87C3,FFEFB523DF8F,00000DAC6F82,00000703F1C3,00000FD33C88,FFFFFAF659FA,FFFFD9C1C8A6,FFFFFF194E3B,FFFFFFFFD166,00000122C62E,00000121BD0A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
529,FFF2D8981775,FFEFB46960FA,00000D846EC4,0000073226AE,00000FD50629,FFFFFAF3C090,FFFFD93038AA,FFFFFF173B4B,FFFFFFFFCC49,000001215100,000001224432,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
530,FFF2D3CFF53B,FFEFB3FC6320,00000D600C4D,0000077C631A,00000FD67A81,FFFFFAF1A5DC,FFFFD938D3AD,FFFFFF176C48,FFFFFFFFCCEA,000001217A79,000001229365,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
531,FFF2CD4CA3CB,FFEFB34C5F22,00000D40882F,0000065FABE4,00000FD86615,FFFFFAEEF3DE,FFFFD885650B,FFFFFF14D9F1,FFFFFFFFC673,00000127B854,00000122BC15,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
532,FFF2C6DD6FF3,FFEFB2E62ADC,00000D0A9BC0,0000070F5676,00000FD8C025,FFFFFAEE540B,FFFFD87403B7,FFFFFF14A94F,FFFFFFFFC616,00000122A735,00000121BE4F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
533,FFF2BEEE1080,FFEFB268E884,00000CDF9BA5,0000073635E5,00000FDB5547,FFFFFAEA8ECC,FFFFD846D2DE,FFFFFF14101C,FFFFFFFFC4D0,000001215CC2,00000122404C,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
534,FFF2B68EC39C,FFEFB11C12FD,00000CB2375E,0000077A94D1,00000FDD9B17,FFFFFAE6E39A,FFFFD838756D,FFFFFF13EAEF,FFFFFFFFC4C0,000001217797,000001227E5D,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
535,FFF2AD29F966,FFEFAF858EB9,00000C8DB2BA,000005D180E6,00000FE02A3D,FFFFFAE2F0E2,FFFFD8A7A04C,FFFFFF159DDB,FFFFFFFFC94F,000001271434,0000012299E0,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
536,FFF2A4097D7D,FFEFAE19A3BA,00000C50E57F,0000067EFA08,00000FDE5CDF,FFFFFAE4E53E,FFFFD7EF0463,FFFFFF12F859,FFFFFFFFC2DE,00000123142D,00000121B829,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
537,FFF29B1F4DEA,FFEFADB07A4E,00000C17094F,000006B36C66,00000FE0175F,FFFFFAE23ED4,FFFFD700EEC6,FFFFFF0F89B0,FFFFFFFFBA5F,000001219197,000001218F8F,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
538,FFF2927551DC,FFEFAC80BD95,00000BDED629,000006FBC623,00000FE162F0,FFFFFADFAD85,FFFFD670B53A,FFFFFF0D7C2D,FFFFFFFFB567,000001217265,00000121BDA4,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
539,FFF288DACCFB,FFEFAB04A17D,00000BA93190,0000073A41AC,00000FE37A1C,FFFFFADBBD2B,FFFFD54E90E7,FFFFFF0949F0,FFFFFFFFAB0B,00000121684E,000001220CF0,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
540,FFF27FB9E928,FFEFAAA68F2D,00000B7EAAA0,0000077A486B,00000FE5E0CD,FFFFFAD7A27A,FFFFD4D3B747,FFFFFF078D17,FFFFFFFFA6E0,000001216A82,000001224D51,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
541,FFF2750AE438,FFEFAAA3E9B2,00000B5E5D33,000005B36070,00000FE881BB,FFFFFAD31EE5,FFFFD478BF65,FFFFFF0647E9,FFFFFFFFA3D3,0000012607EE,000001226103,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
542,FFF26C81C7E0,FFEFA98073BD,00000B25066A,000006533AE8,00000FE6E120,FFFFFAD5827F,FFFFD40F057A,FFFFFF04CB78,FFFFFFFFA05D,00000122A036,00000121BA06,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
543,FFF26492D140,FFEFA8C20DFD,00000AEC1601,000006BA8791,00000FE7BF17,FFFFFAD3C62D,FFFFD3E505BB,FFFFFF043EA2,FFFFFFFF9F1B,000001219440,000001217246,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
544,FFF25B217589,FFEFA7B7DA12,00000AB26EE0,000006F82C4C,00000FE930C3,FFFFFAD0B8C5,FFFFD34B138D,FFFFFF020CE0,FFFFFFFF99CA,000001216465,00000121AFD2,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
545,FFF252B6E765,FFEFA6AE8A18,00000A8022FE,0000073D475D,00000FEABE56,FFFFFACD5F77,FFFFD3776850,FFFFFF02C4ED,FFFFFFFF9BEE,000001216935,00000121EBAE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
546,FFF24AD73AF7,FFEFA6141165,00000A5706FA,00000780A2D3,00000FEC78E0,FFFFFAC9CA3D,FFFFD3071FA5,FFFFFF012FE3,FFFFFFFF9820,000001216864,0000012223B4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
547,FFF242055744,FFEFA4CD4F51,00000A3351C7,00000641B1D1,00000FEE4439,FFFFFAC5F51A,FFFFD299819C,FFFFFEFFA4DE,FFFFFFFF945C,000001251B26,0000012231B4,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
548,FFF23A2832E9,FFEFA3EF372A,000009F61C38,0000071B1490,00000FEE39E6,FFFFFAC5BA30,FFFFD211058E,FFFFFEFDB4CD,FFFFFFFF8F9B,000001222CDE,000001218F04,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
549,FFF231DDA521,FFEFA31D390F,000009CA1593,0000073FF70B,00000FF00AA7,FFFFFAC19707,FFFFD1C17D3C,FFFFFEFC9B14,FFFFFFFF8D10,000001214D33,00000121ED60,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
550,FFF229D2D404,FFEFA1EA75B4,0000099DD121,0000078A546F,00000FF17324,FFFFFABE12ED,FFFFD1A79F50,FFFFFEFC4B43,FFFFFFFF8C90,00000121707E,000001220FFE,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
551,FFF22136B48A,FFEFA1525F3D,0000097DD23D,0000066BC91A,00000FF30B84,FFFFFABA4366,FFFFD0D74D59,FFFFFEF94D12,FFFFFFFF851C,000001248D71,0000012217E8,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
552,FFF21A07CB3E,FFEFA0305130,0000094358FF,000006F968D1,00000FF326F1,FFFFFAB96989,FFFFD05117FC,FFFFFEF765CA,FFFFFFFF8085,000001221076,000001219742,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
553,FFF212856CD8,FFEF9EE23787,000009139642,00000731A333,00000FF44F36,FFFFFAB61807,FFFFD007AEDF,FFFFFEF6635C,FFFFFFFF7E34,0000012166CB,00000121C8B8,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
554,FFF20B1C317E,FFEF9E24143E,000008E8B308,0000077B2276,00000FF57B14,FFFFFAB2DD7F,FFFFCF64005A,FFFFFEF40D51,FFFFFFFF7874,000001216CC6,00000121EEBA,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
555,FFF2031825DA,FFEF9CABE918,000008C398CD,0000068CF884,00000FF6BB5C,FFFFFAAF482C,FFFFCF17AD0C,FFFFFEF2FFDF,FFFFFFFF75FB,000001242155,00000121F979,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
556,FFF1FBB3B67A,FFEF9BBBDEE4,000008898B6F,0000071580DA,00000FF717EF,FFFFFAADEA2D,FFFFCEF234F9,FFFFFEF284A6,FFFFFFFF7509,00000122088B,000001219C68,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
557,FFF1F4681436,FFEF9ABF3DD6,0000085D604D,000007507908,00000FF82662,FFFFFAAA8E76,FFFFCF42B942,FFFFFEF3C537,FFFFFFFF787F,000001216809,00000121CB36,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
558,FFF1ED66B390,FFEF9A21F573,000008364432,0000079ABF52,00000FF924BE,FFFFFAA760F1,FFFFCF2930FD,FFFFFEF376D7,FFFFFFFF77ED,000001216BE2,00000121E8C6,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
559,FFF1E5CB770A,FFEF99077AFF,00000815AAD8,000006D76971,00000FFA2D40,FFFFFAA3F37F,FFFFCEFE043D,FFFFFEF2E612,FFFFFFFF76A4,000001239F6D,00000121E847,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
560,FFF1DF03C10D,FFEF97C0DE7F,000007E045A9,00000753892E,00000FFA9FD0,FFFFFAA1CEA3,FFFFCF0A749C,FFFFFEF32691,FFFFFFFF7786,0000012203EF,00000121B63B,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
561,FFF1D9160B5C,FFEF96C374CD,000007BB083D,0000079415C7,00000FFB63A3,FFFFFA9EE9DD,FFFFCE9DAC26,FFFFFEF19F15,FFFFFFFF73CB,000001216951,00000121D8D3,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
562,FFF1D258F41E,FFEF95CC14B1,00000799AC81,000006FF4740,00000FFC2BA9,FFFFFA9BE7D7,FFFFCE6F99A5,FFFFFEF10378,FFFFFFFF725E,00000123663E,00000121D800,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
563,FFF1CB93EBC3,FFEF946CC166,00000766EB8E,0000077798EF,00000FFCA8D3,FFFFFA996069,FFFFCE0B286A,FFFFFEEF9B6F,FFFFFFFF6F01,00000121FB90,00000121BD4E,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
564,FFF1C5598304,FFEF92D22DB7,000007425A6F,000006F0EE09,00000FFD5254,FFFFFA9674C8,FFFFCDD3B11A,FFFFFEEEDC8F,FFFFFFFF6D3C,000001234725,00000121C7E3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
565,FFF1BEBB9F6B,FFEF90DBC794,0000070D9F55,000007693FC6,00000FFD93FB,FFFFFA941DB8,FFFFCD4879CD,FFFFFEECE2C9,FFFFFFFF686D,00000121F26A,00000121AFB6,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
566,FFF1B7733122,FFEF8F2A0CAA,000006E6BEF6,000006C70FD0,00000FFE4038,FFFFFA90B1F2,FFFFCC2A8B83,FFFFFEE8C126,FFFFFFFF5E14,000001231B08,00000121BB39,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
567,FFF1B1229CBF,FFEF8DE59B7F,000006B25B70,0000073E10E2,00000FFE7A28,FFFFFA8EE079,FFFFCC2F8C3E,FFFFFEE8E5EE,FFFFFFFF5EB5,00000121DD52,0000012199B6,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
568,FFF1AA89D060,FFEF8C7EB44D,00000688996B,0000077F007C,00000FFEFD9C,FFFFFA8BB73C,FFFFCCA958FD,FFFFFEEAC208,FFFFFFFF63BE,000001216745,00000121B357,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
569,FFF1A46E04E4,FFEF8B3B57ED,000006642D24,0000071D2D66,00000FFF6C21,FFFFFA88F25E,FFFFCCAFE951,FFFFFEEAEC95,FFFFFFFF644F,00000122D79B,00000121B353,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
570,FFF19E8E4B6D,FFEF8A0BCA26,000006368C1B,0000078B8D19,00000FFFB8B4,FFFFFA868C48,FFFFCC9E5F5D,FFFFFEEABC83,FFFFFFFF6407,00000121D5A8,00000121ABC3,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
571,FFF199414097,FFEF88E22AEF,00000614DAD1,00000742AC5A,000010000F1B,FFFFFA840D47,FFFFCC938AE1,FFFFFEEAA5A2,FFFFFFFF63EB,00000122AEE5,00000121AC41,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
572,FFF193D56206,FFEF871BA050,000005E8911D,000007AE1E16,000010003FEB,FFFFFA81A6B4,FFFFCC0D31B0,FFFFFEE8BE49,FFFFFFFF5F4A,00000121CFEF,00000121AD4A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
573,FFF18E433FD4,FFEF854CF638,000005C71096,000007FA9E48,000010008E45,FFFFFA7F2097,FFFFCBAC0CCA,FFFFFEE762C2,FFFFFFFF5BFF,00000123ADB2,000001219C29,000001000000,000001000000,000001000000,000001000000,00000121649A,000001000000,000001000000
574,FFF18985CBA0,FFEF832E7571,000005A899C5,000008CAAC23,00001000DDF7,FFFFFA7D18E1,FFFFCB0D49B8,FFFFFEE51F8D,FFFFFFFF5659,00000122ABA5,000001219C55,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
575,FFF183CD50CE,FFEF8043A1CA,0000059D9180,000009030BA3,000010015EB1,FFFFFA7C56C0,FFFFCAAE62CC,FFFFFEE3CCD6,FFFFFFFF5353,00000121B535,000001217A89,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
576,FFF17F5DC584,FFEF7DECC2DB,0000058EDDE3,0000095C5A13,00001001BAF2,FFFFFA7C04E1,FFFFCAB29022,FFFFFEE3EEAB,FFFFFFFF53F0,00000121A9C9,000001216757,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
577,FFF17B2AAA1D,FFEF7BDADFAF,000005655674,000009AE1F54,00000FFF4F26,FFFFFA7AFD39,FFFFCAD645B6,FFFFFEE48720,FFFFFFFF55BB,000001217ED3,000001216190,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
578,FFF176071D38,FFEF794C05BE,0000053B5E12,000009FF9DBE,00001000866A,FFFFFA79CAC4,FFFFCA5B8D8F,FFFFFEE2CBA3,FFFFFFFF5185,0000012168AF,000001216B7A,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
579,FFF172034F88,FFEF7778629A,00000518F2CD,00000A4FA513,00001000FE8E,FFFFFA7927CD,FFFFC9DB10D0,FFFFFEE0FA76,FFFFFFFF4D0D,0000012164DF,000001217C53,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
580,FFF16D793E92,FFEF75CC5377,000004FA1E77,00000A9E5C55,00001001C628,FFFFFA78CC3F,FFFFC99D4BED,FFFFFEE0243F,FFFFFFFF4B0F,000001216444,000001218C55,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
581,FFF1688E5CD4,FFEF73C8E9E6,000004E2033B,00000AEE2EF4,0000105DEEDD,FFFFFA78B326,FFFFC99806B1,FFFFFEE02299,FFFFFFFF4B3A,00000121FCE4,000001219687,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
582,FFF163B2C8A3,FFEF712430C0,0000053F9DF7,00000B3CFC51,0000102E3BF3,FFFFFA7F6031,FFFFC8C23E00,FFFFFEDD10C4,FFFFFFFF43B2,000001238008,000001218655,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
583,FFF1600076EA,FFEF6F3D9279,0000050F354B,00000B8C8ADB,000010368CF6,FFFFFA803E77,FFFFC7D57CA8,FFFFFED9A876,FFFFFFFF3B29,00000121C258,000001219247,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
584,FFF15B3DECCD,FFEF6CA57A47,000004F2B501,00000BDB38A5,000010340595,FFFFFA81F9FF,FFFFC7CA960A,FFFFFED991E1,FFFFFFFF3B25,000001218B62,00000121833B,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
585,FFF156927739,FFEF68D62169,000004CCA3C9,00000C29E3DF,00001033F085,FFFFFA82DE33,FFFFC775843A,FFFFFED8645F,FFFFFFFF3876,000001219197,0000012171CE,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
586,FFF151AE0DE9,FFEF6429183E,000004A1BB32,00000C7F263B,00001033329A,FFFFFA832774,FFFFC771B89A,FFFFFED868AA,FFFFFFFF38E2,000001218F86,000001216511,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
587,FFF14CC31FA2,FFEF5F2469D2,0000047026C9,00000CEC4060,000010328F50,FFFFFA829568,FFFFC7814BD3,FFFFFED8B5BB,FFFFFFFF39E3,000001217DCE,000001216214,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
588,FFF1488FDB0E,FFEF59C2EC2F,0000043B2BAC,00000D4BAA90,00001031F964,FFFFFA81380A,FFFFC75FB032,FFFFFED849C9,FFFFFFFF3914,000001216DEC,000001216BF7,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
589,FFF1439A0C73,FFEF5460547E,000004036A4B,00000DA8BFC0,00001031976F,FFFFFA7F0CE5,FFFFC7EB1831,FFFFFEDA68A6,FFFFFFFF3EB4,000001216466,000001217A36,000001000000,000001000000,000001000000,000001000000,000001216499,000001000000,000001000000
590,FFF13F1972C8,FFEF4EC7F8C6,000003CE4956,00000DFE1DCF,00001031643C,FFFFFA7CC4F4,FFFFC7CCC73A,FFFFFEDA091F,FFFFFFFF3DF3,000001215F56,0000012183C8,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
591,FFF13A4D8C66,FFEF48FDDB4A,0000039D66C5,00000E0A36BF,000010315D92,FFFFFA7A641D,FFFFC7A7A89A,FFFFFED98FF8,FFFFFFFF3D08,00000121CA6D,000001217E55,000001000000,000001000000,000001000000,000001000000,000001216498,000001000000,000001000000
